TABLA,ORDEN,VARIABLE,BLOQUE,DESCRIPCION,TIPO,UNIDAD,DECIMALES,AMBITO,FUENTE,VARIABLE_FUENTE,DERIVACION,UNIVERSO,NA_SIGNIFICA,DIMENSION_IVC,SENTIDO_SUGERIDO,SCRIPT,NOTAS
ageb_indicadores,75,RZ_SDREN,Validación CONEVAL,"CONEVAL: % de viviendas que no disponen de drenaje.",decimal,%,,Solo urbana,CONEVAL_GRS2020,col. 19,"Lectura directa.",Según CONEVAL,E: rural; S: CONEVAL no lo publica,Validación externa,+,06_coneval.R,"Equivalente: PCT_VIV_SIN_DRENAJE."
ageb_indicadores,76,RZ_SELEC,Validación CONEVAL,"CONEVAL: % de viviendas que no disponen de energía eléctrica.",decimal,%,,Solo urbana,CONEVAL_GRS2020,col. 20,"Lectura directa.",Según CONEVAL,E: rural; S: CONEVAL no lo publica,Validación externa,+,06_coneval.R,"Equivalente: PCT_VIV_SIN_ELECTRIC."
ageb_indicadores,77,RZ_PISOT,Validación CONEVAL,"CONEVAL: % de viviendas con piso de tierra.",decimal,%,,Solo urbana,CONEVAL_GRS2020,col. 21,"Lectura directa.",Según CONEVAL,E: rural; S: CONEVAL no lo publica,Validación externa,+,06_coneval.R,"Equivalente: PCT_VIV_PISO_TIERRA."
ageb_indicadores,78,RZ_SLAVAD,Validación CONEVAL,"CONEVAL: % de viviendas que no disponen de lavadora.",decimal,%,,Solo urbana,CONEVAL_GRS2020,col. 22,"Lectura directa.",Según CONEVAL,E: rural; S: CONEVAL no lo publica,Validación externa,+,06_coneval.R,"Equivalente: 100 − PCT_VIV_LAVADORA."
ageb_indicadores,79,RZ_SREFRI,Validación CONEVAL,"CONEVAL: % de viviendas que no disponen de refrigerador.",decimal,%,,Solo urbana,CONEVAL_GRS2020,col. 23,"Lectura directa.",Según CONEVAL,E: rural; S: CONEVAL no lo publica,Validación externa,+,06_coneval.R,"Equivalente: 100 − PCT_VIV_REFRI."
ageb_indicadores,80,RZ_STELF,Validación CONEVAL,"CONEVAL: % de viviendas que no disponen de línea telefónica fija.",decimal,%,,Solo urbana,CONEVAL_GRS2020,col. 24,"Lectura directa.",Según CONEVAL,E: rural; S: CONEVAL no lo publica,Validación externa,+,06_coneval.R,"Equivalente: 100 − PCT_VIV_TELEFONO."
ageb_indicadores,81,RZ_SCEL,Validación CONEVAL,"CONEVAL: % de viviendas que no disponen de teléfono celular.",decimal,%,,Solo urbana,CONEVAL_GRS2020,col. 25,"Lectura directa.",Según CONEVAL,E: rural; S: CONEVAL no lo publica,Validación externa,+,06_coneval.R,"Equivalente: 100 − PCT_VIV_CELULAR."
ageb_indicadores,82,RZ_SCOMPU,Validación CONEVAL,"CONEVAL: % de viviendas que no disponen de computadora, laptop o tablet.",decimal,%,,Solo urbana,CONEVAL_GRS2020,col. 26,"Lectura directa.",Según CONEVAL,E: rural; S: CONEVAL no lo publica,Validación externa,+,06_coneval.R,"Equivalente: 100 − PCT_VIV_COMPU."
ageb_indicadores,83,RZ_SINTER,Validación CONEVAL,"CONEVAL: % de viviendas que no disponen de internet.",decimal,%,,Solo urbana,CONEVAL_GRS2020,col. 27,"Lectura directa.",Según CONEVAL,E: rural; S: CONEVAL no lo publica,Validación externa,+,06_coneval.R,"Equivalente: 100 − PCT_VIV_INTERNET."
ageb_indicadores,84,DENUE_TOT,Actividad económica,"Unidades económicas registradas en el DENUE.",entero,establecimientos,,Ambos,DENUE,registros,"Conteo de registros cuya clave de AGEB resuelve a esta AGEB.",,Nunca (0 = sin establecimientos),Contexto,±,07_denue.R,"Incluye todos los sectores SCIAN. DENUE es de 2026-05, no de 2020 (D-26)."
ageb_indicadores,85,DEN_MANUF,Actividad económica,"Unidades económicas de industrias manufactureras.",entero,establecimientos,,Ambos,DENUE,codigo_act,"Conteo con sector SCIAN 31, 32 o 33.",,Nunca,Contexto,±,07_denue.R,
ageb_indicadores,86,DEN_COM,Actividad económica,"Unidades económicas de comercio.",entero,establecimientos,,Ambos,DENUE,codigo_act,"Conteo con sector SCIAN 43 (mayoreo) o 46 (menudeo).",,Nunca,Contexto,±,07_denue.R,"Proxy de acceso a abasto."
ageb_indicadores,87,DEN_SERV,Actividad económica,"Unidades económicas de servicios.",entero,establecimientos,,Ambos,DENUE,codigo_act,"Conteo con sector SCIAN entre 48 y 81.",,Nunca,Contexto,±,07_denue.R,"Incluye a DEN_EDU: los conteos no son aditivos."
ageb_indicadores,88,DEN_EDU,Actividad económica,"Unidades económicas de servicios educativos.",entero,establecimientos,,Ambos,DENUE,codigo_act,"Conteo con sector SCIAN 61.",,Nunca,Capacidad adaptativa,−,07_denue.R,"Subconjunto de DEN_SERV. Idéntico a SCHOOL_TOT en todo el país."
ageb_indicadores,89,DEN_GOB,Actividad económica,"Unidades de actividades legislativas, gubernamentales y de impartición de justicia.",entero,establecimientos,,Ambos,DENUE,codigo_act,"Conteo con sector SCIAN 93.",,Nunca,Capacidad adaptativa,−,07_denue.R,"Proxy de presencia institucional."
ageb_indicadores,90,SCHOOL_TOT,Actividad económica,"Escuelas (proxy de posibles refugios temporales).",entero,establecimientos,,Ambos,DENUE,codigo_act,"Conteo con subsector SCIAN 611.",,Nunca,Capacidad adaptativa,−,07_denue.R,"Hoy es idéntico a DEN_EDU (el sector 61 solo tiene el subsector 611). No son refugios oficiales."
ageb_indicadores,91,WATER_AREA,Hidrografía,"Superficie de cuerpos de agua dentro de la AGEB.",decimal,km²,6,Ambos,INEGI_CA50,geometría,"Área de la intersección AGEB ∩ unión de cuerpos de agua, en EPSG:6372.",,Nunca (0 = sin agua),Exposición (contexto),±,08_hydrology.R,"Intersección de áreas, nunca unión espacial (D-27)."
ageb_indicadores,92,WATER_PCT,Hidrografía,"Porcentaje de la superficie de la AGEB cubierta por cuerpos de agua.",decimal,%,2,Ambos,PIPELINE,,"min(100, 100 × WATER_AREA / AREA_KM2).",AREA_KM2,Nunca,Exposición (contexto),±,08_hydrology.R,"No mide amenaza de inundación: solo presencia de agua superficial cartografiada."
ageb_indicadores,93,HAS_WATER,Hidrografía,"Indicador de presencia de cuerpos de agua en la AGEB.",binaria,0/1,,Ambos,PIPELINE,,"1 si WATER_AREA > 0; 0 en otro caso.",,Nunca,Exposición (contexto),±,08_hydrology.R,
ageb_indicadores,94,USO_DOM,Uso de suelo,"Clase de uso de suelo y vegetación que ocupa más superficie de la AGEB.",categórica,,,Ambos,INEGI_USV7,DESCRIPCIO,"Clase con mayor área disuelta dentro de la AGEB.",,C: ningún polígono USV intersecta la AGEB,Exposición (contexto),±,09_landuse.R,"129 clases a nivel nacional; 'ASENTAMIENTOS HUMANOS' es la más frecuente. Escala 1:250,000: poco detalle en AGEB urbanas chicas."
ageb_indicadores,95,USO_PCT,Uso de suelo,"Porcentaje de la AGEB cubierto por la clase dominante.",decimal,%,2,Ambos,PIPELINE,,"min(100, 100 × área de USO_DOM / AREA_KM2).",AREA_KM2,C: igual que USO_DOM,Exposición (contexto),n/a,09_landuse.R,
ageb_indicadores,96,PCT_URB,Uso de suelo,"Porcentaje de la AGEB clasificado como asentamiento humano o zona urbana.",decimal,%,2,Ambos,PIPELINE,DESCRIPCIO,"min(100, Σ CLASS_PCT de clases que contienen ASENTAMIENTO, ZONA URBANA o URBANO).",AREA_KM2,Nunca (0 = sin clase urbana),Exposición (contexto),±,09_landuse.R,"Proxy grueso de superficie construida (isla de calor), limitado por la escala 1:250,000."
ageb_indicadores,97,DIST_HOSP_KM,Acceso a salud,"Distancia a la unidad hospitalaria en operación más cercana (segundo o tercer nivel), pública o privada.",decimal,km,3,Ambos,CLUES,"LATITUD, LONGITUD, NOMBRE TIPO ESTABLECIMIENTO","Distancia euclidiana en EPSG:6372 al hospital más cercano del país. Urbana y rural deshabitada: desde el punto interior de la AGEB. Rural habitada: promedio de sus localidades habitadas ponderado por POBTOT (ver DIST_ORIGEN).","Unidades CLUES en operación de tipo DE HOSPITALIZACIÓN, sin psiquiátricos ni de adicciones, geocodificadas a ≤ 5 km de su entidad",Nunca,Capacidad adaptativa,+,09b_health.R,"Distancia en línea recta, no tiempo de traslado: subestima el acceso en zonas serranas. Incluye 3,645 hospitales privados, muchos de ellos clínicas pequeñas; para población sin seguridad social usa DIST_HOSP_PUB_KM."
ageb_indicadores,98,DIST_HOSP_PUB_KM,Acceso a salud,"Distancia al hospital público en operación más cercano (segundo o tercer nivel).",decimal,km,3,Ambos,CLUES,"LATITUD, LONGITUD, NOMBRE DE LA INSTITUCION","Igual que DIST_HOSP_KM, restringido a instituciones públicas.",Hospitales de DIST_HOSP_KM excepto servicios médicos privados y Cruz Roja,Nunca,Capacidad adaptativa,+,09b_health.R,"Distancia en línea recta, no tiempo de traslado: subestima el acceso en zonas serranas. Siempre ≥ DIST_HOSP_KM (control health_public_hospital_not_nearer)."
ageb_indicadores,99,DIST_1NIVEL_PUB_KM,Acceso a salud,"Distancia a la unidad pública de primer nivel en operación más cercana (centro de salud, unidad de medicina familiar, unidad médica rural).",decimal,km,3,Ambos,CLUES,"LATITUD, LONGITUD, NIVEL ATENCION","Igual que DIST_HOSP_KM, con unidades de consulta externa de primer nivel.","Unidades CLUES en operación DE CONSULTA EXTERNA y PRIMER NIVEL, públicas, fijas (sin unidades móviles ni brigadas), sin fiscalías, forenses, CIJ, SCT ni DIF",Nunca,Capacidad adaptativa,+,09b_health.R,"Distancia en línea recta, no tiempo de traslado: subestima el acceso en zonas serranas. Casi siempre corto (mediana < 1 km en AGEB urbanas); discrimina sobre todo en AGEB rurales."
ageb_indicadores,100,DIST_ORIGEN,Acceso a salud,"Punto desde el que se midieron las distancias a unidades de salud, cauces y costa.",categórica,,,Ambos,PIPELINE,,"'Localidades' si la AGEB es rural y tiene localidades habitadas en {ENT}lpr.shp; si no, 'Punto interior'.",,Nunca,Metadato,n/a,09b_health.R; 09c_terrain.R,"Valores: Localidades, Punto interior. Toda AGEB urbana usa el punto interior; una rural con Punto interior está deshabitada. En relieve (ELEV_M, pendientes) el mismo criterio usa el polígono completo en lugar del punto interior, y discos de 150 m en lugar de las localidades puntuales."
ageb_indicadores,101,ELEV_M,Relieve y exposición,"Elevación media del terreno habitado sobre el nivel medio del mar.",decimal,m,1,Ambos,CEM4,valor del ráster,"Media de las celdas del CEM 4.0 (15 m). Urbana y rural deshabitada: sobre todo el polígono. Rural habitada: disco de 150 m (TERRAIN_BUFFER_M) alrededor de cada localidad habitada, promedio ponderado por POBTOT.",Celdas del CEM dentro del polígono o de los discos,C: islas que el CEM no cubre,Exposición (contexto),±,09c_terrain.R,"Referida al Geoide Gravimétrico Mexicano 2010. Puede ser ligeramente negativa en planicies costeras. Junto con DIST_COSTA_KM identifica zonas bajas costeras."
ageb_indicadores,102,PEND_MEDIA_GRAD,Relieve y exposición,"Pendiente media del terreno habitado.",decimal,grados,2,Ambos,CEM4,valor del ráster,"terra::terrain(slope, grados) sobre el CEM 4.0; media por zona. Urbana y rural deshabitada: sobre todo el polígono. Rural habitada: disco de 150 m (TERRAIN_BUFFER_M) alrededor de cada localidad habitada, promedio ponderado por POBTOT.",Igual que ELEV_M,C: islas que el CEM no cubre,Exposición (deslizamiento),+,09c_terrain.R,"El CEM 4.0 viene de radar (ALOS PALSAR): en ciudades densas sigue en parte los techos, así que la pendiente urbana sale algo rugosa."
ageb_indicadores,103,PCT_PEND_15,Relieve y exposición,"Porcentaje del terreno habitado con pendiente mayor a 15 grados.",decimal,%,2,Ambos,CEM4,valor del ráster,"100 × proporción de celdas con pendiente > 15°. Urbana y rural deshabitada: sobre todo el polígono. Rural habitada: disco de 150 m (TERRAIN_BUFFER_M) alrededor de cada localidad habitada, promedio ponderado por POBTOT.",Igual que ELEV_M,C: islas que el CEM no cubre,Exposición (deslizamiento),+,09c_terrain.R,"15° es un umbral habitual de susceptibilidad moderada a procesos de remoción en masa."
ageb_indicadores,104,PCT_PEND_30,Relieve y exposición,"Porcentaje del terreno habitado con pendiente mayor a 30 grados.",decimal,%,2,Ambos,CEM4,valor del ráster,"100 × proporción de celdas con pendiente > 30°. Urbana y rural deshabitada: sobre todo el polígono. Rural habitada: disco de 150 m (TERRAIN_BUFFER_M) alrededor de cada localidad habitada, promedio ponderado por POBTOT.",Igual que ELEV_M,C: islas que el CEM no cubre,Exposición (deslizamiento),+,09c_terrain.R,"Siempre ≤ PCT_PEND_15 (control terrain_slope_consistent). Mediana 0: muy concentrado en la sierra."
ageb_indicadores,105,DIST_CAUCE_KM,Relieve y exposición,"Distancia en línea recta al cauce más cercano de orden de Strahler 3 o mayor.",decimal,km,3,Ambos,RED_HIDRO50,ORDER_1,"Distancia en EPSG:6372 al segmento más cercano de la red hidrográfica con ORDER_1 ≥ 3 (STREAM_MIN_ORDER). Desde el punto interior (urbana y rural deshabitada) o desde cada localidad habitada, ponderado por POBTOT (ver DIST_ORIGEN).","Líneas de flujo (corrientes y líneas centrales) de orden ≥ 3, perennes o intermitentes",Nunca,Exposición (inundación),−,09c_terrain.R,"A escala 1:50 000 casi todo punto está a pocos cientos de metros de un arroyo de orden 1; el filtro de orden deja cauces con cuenca apreciable. Úsala junto con DESNIVEL_CAUCE_M: cerca y poco por encima es lo que indica riesgo."
ageb_indicadores,106,DESNIVEL_CAUCE_M,Relieve y exposición,"Altura del terreno habitado sobre el agua más cercana: el lecho del cauce de orden ≥ 3 o el mar, lo que esté más cerca.",decimal,m,1,Ambos,CEM4; RED_HIDRO50; CONABIO_COSTA,,"ELEV_M del origen (disco o polígono) menos la elevación del agua más cercana: la celda más baja del CEM en 45 m (STREAM_BED_RADIUS_M) alrededor del punto más cercano del cauce, o 0 si la costa está más cerca. Ponderado por POBTOT en AGEB rurales.",Igual que DIST_CAUCE_KM,C: el lecho cae fuera del CEM,Exposición (inundación),−,09c_terrain.R,"Aproximación de HAND (altura sobre el drenaje más cercano) con el cauce más cercano en planta, no el de la trayectoria real del agua: puede ser negativa si ese cauce corre en el valle vecino. No considera bordos, capacidad del cauce ni lluvia."
ageb_indicadores,107,DIST_COSTA_KM,Relieve y exposición,"Distancia en línea recta a la línea de costa.",decimal,km,3,Ambos,CONABIO_COSTA,DESCRIP,"Distancia en EPSG:6372 al segmento de costa más cercano, sin los segmentos Frontera. Mismos orígenes que DIST_CAUCE_KM.",Línea de costa continental e insular,Nunca,Exposición (marea de tormenta),−,09c_terrain.R,"Las lagunas costeras cuentan solo donde la capa de CONABIO las traza como costa. Para marea de tormenta, combinar con ELEV_M (p. ej. < 10 m)."
ageb_indicadores,108,AMZ_INUND,Amenaza (CENAPRED),Grado de peligro por inundación del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,gp_inundac,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30). Distribución nacional casi uniforme entre las cinco clases (492–496 municipios cada una)."
ageb_indicadores,109,AMZ_SEQUIA,Amenaza (CENAPRED),Grado de peligro por sequía del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,gp_sequia2,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30). Muy sesgada: solo 9 municipios son Muy alto y 1,082 son Bajo."
ageb_indicadores,110,AMZ_ONDA_CAL,Amenaza (CENAPRED),Grado de peligro por ondas cálidas (calor extremo) del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,gp_ondasca,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30). Es la amenaza de calor disponible a esta escala; no sustituye un indicador de isla de calor intraurbana."
ageb_indicadores,111,AMZ_CICLON,Amenaza (CENAPRED),Grado de peligro por ciclones tropicales del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,gp_ciclnes,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30)."
ageb_indicadores,112,AMZ_DESLIZ,Amenaza (CENAPRED),Grado de susceptibilidad a deslizamientos de laderas del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,susceplad,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30). Susceptibilidad del terreno, no peligro con periodo de retorno. 1,692 de 2,469 municipios son Alto, así que discrimina poco por sí sola."
ageb_indicadores,113,AMZ_TORM_ELEC,Amenaza (CENAPRED),Grado de peligro por tormentas eléctricas del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,gp_tormele,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30)."
ageb_indicadores,114,AMZ_GRANIZO,Amenaza (CENAPRED),Grado de peligro por granizo del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,gp_granizo,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30)."
ageb_indicadores,115,AMZ_TEMP_BAJA,Amenaza (CENAPRED),Grado de peligro por temperaturas bajas del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,gp_bajaste,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30)."
ageb_indicadores,116,AMZ_NEVADA,Amenaza (CENAPRED),Grado de peligro por nevadas del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,gp_nevadas,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30). 2,318 de 2,469 municipios son Muy bajo: solo informativa en el norte y en zonas de alta montaña."
ageb_indicadores,117,AMZ_SISMO,Amenaza (CENAPRED),Grado de peligro sísmico del municipio al que pertenece la AGEB.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,gp_sismico,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30). No es amenaza climática; se incluye para análisis multiamenaza. La clase Muy bajo no se usa en ningún municipio."
ageb_indicadores,118,AMZ_VOLCAN,Amenaza (CENAPRED),Grado de peligro volcánico del municipio al que pertenece la AGEB.,categórica ordinal,grado (0–5),,Ambos,CENAPRED_SITU2023,volcanes,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5. 'Sin peligro' = 0.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30). Única columna con 0 = 'Sin Peligro' (1,138 municipios), que es ausencia real de amenaza, no dato faltante. No es amenaza climática."
ageb_indicadores,119,AMZ_SUS_TOX,Amenaza (CENAPRED),Grado de peligro por sustancias tóxicas del municipio al que pertenece la AGEB.,categórica ordinal,grado (0–5),,Ambos,CENAPRED_SITU2023,gp_sustox,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5. 'Sin peligro' = 0.",,"C: 12 municipios de creación reciente (02006, 04012, 07120–07125, 17034–17036, 23011) traen el campo en blanco en la fuente",Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30). Riesgo tecnológico, no climático. 0 = 'Sin peligro': el municipio no registra instalaciones con esas sustancias, no es dato faltante."
ageb_indicadores,120,AMZ_SUS_INFLA,Amenaza (CENAPRED),Grado de peligro por sustancias inflamables del municipio al que pertenece la AGEB.,categórica ordinal,grado (0–5),,Ambos,CENAPRED_SITU2023,gp_susinfl,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5. 'Sin peligro' = 0.",,"C: 12 municipios de creación reciente (02006, 04012, 07120–07125, 17034–17036, 23011) traen el campo en blanco en la fuente",Amenaza (fuera del índice),n/a,13_hazard.R,"Resolución municipal: todas las AGEB del municipio comparten el valor. Es una clase ordinal, no una magnitud física, y su escala no es comparable con la de otra amenaza. Queda fuera del índice de vulnerabilidad (D-30). Riesgo tecnológico, no climático. 0 = 'Sin peligro': el municipio no registra instalaciones con esas sustancias, no es dato faltante."
ageb_indicadores,121,CEN_RESIL,Amenaza (CENAPRED),Grado de resiliencia del municipio según CENAPRED.,categórica ordinal,grado (1–5),,Ambos,CENAPRED_SITU2023,g_resilien,"Etiqueta de CENAPRED recodificada: Muy bajo=1, Bajo=2, Medio=3, Alto=4, Muy alto=5.",,C: solo si el municipio no tiene fila en la tabla de CENAPRED,Validación externa,−,13_hazard.R,"Juicio municipal de CENAPRED, no insumo del índice: se publica para contrastarlo con lo que esta base calcula por AGEB, igual que GRS_GRADO (D-23). Un valor mayor indica más resiliencia, es decir menos vulnerabilidad."
ageb_indicadores,122,CEN_VULN_CC,Amenaza (CENAPRED),Municipio clasificado por CENAPRED como vulnerable al cambio climático.,binaria,,,Ambos,CENAPRED_SITU2023,v_cc,"'Si' = 1, 'No' = 0.",,"C: 12 municipios de creación reciente (02006, 04012, 07120–07125, 17034–17036, 23011) traen el campo en blanco en la fuente",Validación externa,+,13_hazard.R,"319 municipios marcados Sí. CENAPRED no publica con esta capa el criterio de corte; úsese como contraste, no como insumo."
ageb_indicadores,123,POB_0A2,Conteos censales,Población de 0 a 2 años.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P_0A2,"Directo (urbana) o suma (rural, grupo PERS).",,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,"Los conteos se publican para reagregar a otras geografías: suma numeradores y denominadores, nunca porcentajes."
ageb_indicadores,124,POB_3A5,Conteos censales,Población de 3 a 5 años.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P_3A5,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,125,POB_65YMAS,Conteos censales,Población de 65 años y más.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,POB65_MAS,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,126,POB_DISC,Conteos censales,Población con discapacidad.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,PCON_DISC,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,127,POB_3YMAS,Conteos censales,Población de 3 años y más.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P_3YMAS,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,128,POB_HLI,Conteos censales,Población de 3 años y más que habla alguna lengua indígena.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P3YM_HLI,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,129,POB_HLI_NHE,Conteos censales,Población de 3 años y más que habla lengua indígena y no habla español.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P3HLINHE,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,130,POB_SIN_SALUD,Conteos censales,Población sin afiliación a servicios de salud.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,PSINDER,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,131,POB_15YMAS,Conteos censales,Población de 15 años y más.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P_15YMAS,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,132,POB_15YMAS_ANALF,Conteos censales,Población de 15 años y más analfabeta.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P15YM_AN,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,133,POB_15YMAS_SIN_ESC,Conteos censales,Población de 15 años y más sin escolaridad (o solo preescolar).,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P15YM_SE,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
